,treausry_yield,inflation_expectation,sp500_return,unemployment_rate,consumer_sentiment,AAPL,AAPL-Target,AAPL-close
2015-06,0.09090909090909083,-0.03571428571428559,-0.020100136736357688,-0.05357142857142849,0.05953693495038581,0.0,0.0,29.686
2015-07,-0.029761904761904767,0.03703703703703698,0.02214775625417853,-0.01886792452830177,-0.031217481789802326,0.0,0.0,28.5798
2015-08,-0.05521472392638027,0.0,-0.061344633717262176,-0.019230769230769384,-0.012889366272824776,0.0,0.0,27.6398
2015-09,-0.032467532467532534,0.0,-0.024990250504679734,-0.019607843137254832,-0.05114254624591952,0.0,0.0,25.8099
2015-10,-0.06711409395973156,-0.03571428571428559,0.08528649701047875,0.0,0.032110091743119185,0.0,1.0,25.1667
2015-11,0.2014388489208634,0.0,0.0036550844642109226,0.020000000000000018,0.014444444444444482,0.0,0.0,27.3527
2015-12,0.017964071856287456,-0.03703703703703709,-0.017179083562609332,-0.019607843137254832,0.014238773274917849,-0.13020833333333337,0.0,27.1944
2016-01,-0.10588235294117643,-0.03846153846153855,-0.049787036711442356,-0.040000000000000036,-0.00647948164146861,0.0,0.0,24.1968
2016-02,-0.19736842105263164,0.0,-0.0008257113086598267,0.02083333333333348,-0.003260869565217317,0.0,0.0,22.3762
2016-03,0.13114754098360648,0.08000000000000007,0.06724228728175508,0.020408163265306145,-0.007633587786259555,0.4491017964071857,1.0,22.3464
2016-04,-0.08695652173913038,0.03703703703703698,0.003941580666571243,0.020000000000000018,-0.02197802197802201,0.0,0.0,25.1891
2016-05,0.031746031746031855,-0.1428571428571428,0.01701150393771811,-0.05882352941176472,0.06404494382022485,0.0,1.0,21.6646
2016-06,-0.10000000000000009,0.08333333333333348,0.0034971738480436,0.02083333333333348,-0.012671594508975703,-0.5144628099173554,0.0,23.2202
2016-07,-0.08547008547008539,0.03846153846153855,0.03647142628817468,-0.020408163265306256,-0.03743315508021394,0.0,1.0,22.2296
2016-08,0.05607476635513997,-0.07407407407407418,0.0011973766982835699,0.02083333333333348,-0.0022222222222222365,0.0,1.0,24.2317
2016-09,0.04424778761061954,-0.040000000000000036,7.802965432879283e-05,0.020408163265306145,0.015590200445434466,0.25531914893617014,1.0,24.804
2016-10,0.07627118644067798,0.0,-0.017337040387649716,-0.019999999999999907,-0.04385964912280704,0.0,1.0,26.4287
2016-11,0.25984251968503935,0.0,0.03683854632374817,-0.04081632653061229,0.07568807339449535,0.0,0.0,26.5433
2016-12,0.22499999999999987,-0.08333333333333326,0.020282942137757276,0.0,0.046908315565032055,0.11525423728813555,1.0,25.9713
2017-01,-0.020408163265306145,0.18181818181818166,0.01789489020873125,0.0,0.003054989816700493,0.0,1.0,27.2168
2017-02,-0.01041666666666663,0.03846153846153855,0.039291313423009955,-0.021276595744680993,-0.022335025380710638,0.0,1.0,28.5163
2017-03,0.05789473684210522,-0.07407407407407418,0.0012580780388635748,-0.04347826086956508,0.006230529595015577,0.5227963525835866,1.0,32.3302
2017-04,-0.0945273631840795,0.0,0.009926004213642647,0.0,0.0010319917440659854,0.0,0.0,33.9043
2017-05,0.01098901098901095,0.040000000000000036,0.014113029892108164,0.0,0.0010309278350515427,0.0,1.0,33.9019
2017-06,-0.03804347826086962,0.0,0.006374288680753848,-0.022727272727272818,-0.02162718846549938,-0.5249500998003992,0.0,36.1995
2017-07,0.05649717514124308,0.0,0.020554217517119833,0.0,-0.01684210526315788,0.0,1.0,34.1284
2017-08,-0.048128342245989386,0.0,0.002917811240904067,0.023255813953488413,0.03640256959314758,0.0,1.0,35.2445
2017-09,0.011235955056179803,0.03846153846153855,0.020140922360998292,-0.022727272727272818,-0.017561983471074405,0.24789915966386578,0.0,39.0206
2017-10,0.09999999999999987,-0.11111111111111116,0.02356385945342998,-0.023255813953488302,0.05888538380651953,0.0,1.0,36.6699
2017-11,0.03535353535353525,0.04166666666666674,0.030566108496000055,0.0,-0.021847070506454846,0.0,1.0,40.2198
2017-12,0.06341463414634174,0.08000000000000007,0.012086806993352184,-0.023809523809523947,-0.02639593908629434,0.11111111111111094,0.0,41.0359
2018-01,0.09174311926605494,0.0,0.05635896633844073,-0.024390243902438935,-0.002085505735140769,0.0,0.0,40.4103
2018-02,0.09243697478991608,0.0,-0.03636036858340819,0.02499999999999991,0.04179728317659359,0.0,1.0,39.9804
2018-03,0.011538461538461497,0.03703703703703698,-0.027415703463413377,-0.024390243902438935,0.01705115346038122,0.5696969696969696,0.0,42.7044
2018-04,0.026615969581749166,-0.03571428571428559,0.00516834160726698,0.0,-0.025641025641025772,0.0,0.0,40.2254
2018-05,0.04444444444444429,0.03703703703703698,0.024308966174268365,-0.050000000000000044,-0.0080971659919028,0.0,1.0,39.6212
2018-06,-0.014184397163120588,0.0714285714285714,0.00575526481771127,0.05263157894736836,0.0020408163265306367,-0.527027027027027,0.0,44.9756
2018-07,0.0,-0.033333333333333326,0.037046531588613485,-0.050000000000000044,-0.003054989816700604,0.0,1.0,44.5521
2018-08,-0.003597122302158251,0.034482758620689724,0.03192002402191085,0.0,-0.01736465781409602,0.0,1.0,45.7988
2018-09,0.04332129963898912,-0.09999999999999998,0.005948304494405088,-0.02631578947368407,0.04054054054054035,0.2571428571428571,0.0,54.9784
2018-10,0.03806228373702414,0.07407407407407396,-0.06910438156096432,0.027027027027026973,-0.014985014985015033,0.0,0.0,54.5219
2018-11,-0.016666666666666607,-0.034482758620689724,0.018549354040854338,0.0,-0.011156186612576002,0.0,0.0,52.8603
2018-12,-0.09152542372881356,-0.03571428571428559,-0.08793642331453289,0.026315789473684292,0.008205128205128087,0.11038961038961026,0.0,43.2826
2019-01,-0.052238805970149294,0.0,0.08006558099874184,0.025641025641025772,-0.07222787385554419,0.0,1.0,38.2316
2019-02,-0.019685039370078705,-0.03703703703703709,0.03241577657991623,-0.050000000000000044,0.028508771929824483,0.0,1.0,40.3402
2019-03,-0.048192771084337394,-0.03846153846153855,0.018079086201861827,0.0,0.049040511727078906,0.42397660818713456,1.0,42.1463
2019-04,-0.016877637130801704,0.0,0.040852451258684086,-0.05263157894736836,-0.012195121951219523,0.0,1.0,46.2356
2019-05,-0.06008583690987135,0.15999999999999992,-0.06377100954472414,0.0,0.028806584362139898,0.0,0.0,48.845
2019-06,-0.1643835616438356,-0.06896551724137923,0.06959221702714302,0.0,-0.018000000000000016,-0.537987679671458,1.0,42.7801
2019-07,0.0,-0.03703703703703709,0.015119683214795732,0.0277777777777779,0.0020366598778003286,0.0,1.0,48.3637
2019-08,-0.18579234972677594,0.03846153846153855,-0.016743635561950354,0.0,-0.08739837398373995,0.0,0.0,52.0584
2019-09,0.05369127516778538,0.03703703703703698,0.01947906352017803,-0.05405405405405406,0.03786191536748329,0.40888888888888886,1.0,51.2031
2019-10,-0.02547770700636942,-0.1071428571428571,0.022104573430174357,0.028571428571428692,0.02467811158798283,0.0,1.0,54.939
2019-11,0.07189542483660127,0.0,0.03619818969585187,0.0,0.013612565445026092,0.0,1.0,61.0198
2019-12,0.024390243902439046,-0.08000000000000007,0.029033713194089428,0.0,0.025826446280991844,-0.1545741324921135,1.0,65.7499
2020-01,-0.0714285714285714,0.0869565217391306,-0.00040392466724492593,-0.02777777777777779,0.0050352467270895485,0.0,1.0,72.245
2020-02,-0.15384615384615385,-0.040000000000000036,-0.07916580804698381,0.0,0.012024048096192397,0.0,0.0,76.1469
2020-03,-0.5530303030303031,-0.08333333333333326,-0.12464255618223075,0.25714285714285734,-0.11782178217821793,0.7574626865671641,0.0,67.415
2020-04,-0.3389830508474576,-0.045454545454545525,0.12698358169963875,2.3409090909090904,-0.1941638608305275,0.0,1.0,62.712
2020-05,-0.1282051282051282,0.5238095238095237,0.04764507393702244,-0.10204081632653061,0.0069637883008355494,0.0,1.0,72.4558
2020-06,0.0,-0.0625,0.01776102244377209,-0.16666666666666663,0.08022130013831252,-0.6093418259023354,1.0,78.6164
2020-07,-0.17647058823529405,0.0,0.058892262217197455,-0.07272727272727275,-0.0717029449423815,0.0,1.0,90.2034
2020-08,-0.0357142857142857,0.03333333333333344,0.06979654994771467,-0.17647058823529405,0.022068965517241246,0.0,1.0,105.0988
2020-09,0.0,-0.16129032258064513,-0.03739819839065939,-0.059523809523809534,0.08502024291498,0.1847826086956521,0.0,127.8654
2020-10,0.2592592592592593,0.0,-0.02493348145040919,-0.12658227848101267,0.01741293532338295,0.0,0.0,114.7558
2020-11,0.1470588235294117,0.07692307692307687,0.10877664804647447,-0.02898550724637683,-0.059902200488997415,0.0,1.0,107.8691
2020-12,0.0,-0.1071428571428571,0.03706610128915888,0.0,0.04941482444733425,0.1834862385321101,1.0,118.1701
2021-01,0.15384615384615374,0.19999999999999996,-0.010190400810468514,-0.04477611940298509,-0.02106567534076831,0.0,0.0,131.7092
2021-02,0.19999999999999996,0.09999999999999987,0.027805506766575228,-0.03125,-0.027848101265822822,0.0,0.0,130.9846
2021-03,0.5185185185185184,-0.06060606060606055,0.045404967959040254,-0.032258064516129115,0.10546875000000022,-0.1976744186046513,1.0,120.5441
2021-04,0.04878048780487809,0.09677419354838701,0.052910580454326395,0.0,0.04004711425206109,0.0,1.0,121.4289
2021-05,-0.04651162790697683,0.3529411764705881,0.006566038560483101,-0.033333333333333326,-0.06115515288788209,0.0,0.0,130.6839
2021-06,0.024390243902439046,-0.08695652173913038,0.02247252266128119,0.017241379310344973,0.031363088057901,-0.14492753623188404,1.0,124.0837
2021-07,-0.09523809523809523,0.11904761904761907,0.024412627837950174,-0.0847457627118644,-0.05029239766081872,0.0,1.0,136.3815
2021-08,0.013157894736842035,-0.021276595744680993,0.029759722385991783,-0.03703703703703709,-0.13423645320197053,0.0,1.0,145.2439
2021-09,0.11688311688311681,0.0,-0.04657526281124447,-0.09615384615384615,0.03556187766714092,0.3163841807909604,0.0,151.4163
2021-10,0.2906976744186047,0.04347826086956519,0.07016356603512475,-0.021276595744680993,-0.015109890109890056,0.0,1.0,141.1144
2021-11,0.08108108108108092,0.02083333333333348,-0.008034895253960506,-0.08695652173913038,-0.05997210599721059,0.0,1.0,149.3918
2021-12,0.025000000000000133,-0.020408163265306256,0.046288333309763674,-0.07142857142857151,0.047477744807121525,0.08154506437768227,1.0,165.0893
2022-01,0.2520325203252034,0.02083333333333348,-0.05274116487495695,0.025641025641025772,-0.048158640226628746,0.0,0.0,177.3437
2022-02,0.17532467532467533,0.0,-0.02951720023356208,-0.050000000000000044,-0.06547619047619058,0.0,0.0,174.5572
